id_global,num_en_bloque,seccion,bloque,feature,estado,evidencia_backend,evidencia_frontend,tests,nota
217,17,SECCIÓN A — FOUNDER CATALOG (600),A1 — Marketplace + capa premium colonia,Histórico de fichas que has revisado,,,,,
218,18,SECCIÓN A — FOUNDER CATALOG (600),A1 — Marketplace + capa premium colonia,Recomendaciones IA basadas en tu pipeline,,,,,
219,19,SECCIÓN A — FOUNDER CATALOG (600),A1 — Marketplace + capa premium colonia,"Vista exclusiva de ""exclusivas"" (proyectos solo para asesores)",,,,,
220,20,SECCIÓN A — FOUNDER CATALOG (600),A1 — Marketplace + capa premium colonia,Acceso a precios negociables (rango asesor),,,,,
221,1,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Canal WhatsApp Business dedicado,,,,,
222,2,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Canal in-app chat,,,,,
223,3,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Lenguaje natural en español MX,,,,,
224,4,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Historial de queries por asesor,,,,,
225,5,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Memoria de cliente (asocia query a contacto),,,,,
226,6,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,"Sugerencias de refinamiento (""¿quieres con balcón?"")",,,,,
227,7,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Filtros automáticos extraídos del texto,,,,,
228,8,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Resultados con razonamiento (por qué cada opción),,,,,
229,9,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Imágenes embebidas en respuesta WhatsApp,,,,,
230,10,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,"Botón ""ver más"" que abre la app",,,,,
231,11,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,"Botón ""enviar a cliente"" directo desde resultado",,,,,
232,12,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Búsqueda por voz (audio WhatsApp),,,,,
233,13,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,"Búsqueda por imagen (manda foto, encuentra similar)",,,,,
234,14,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Comparativa rápida en chat,,,,,
235,15,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Cálculo hipotecario en chat,,,,,
236,16,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Agendamiento de visita en chat,,,,,
237,17,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Alertas push cuando aparece match nuevo,,,,,
238,18,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,"Multi-idioma (es-MX, en-US)",,,,,
239,19,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,"Comandos rápidos (/agenda, /comparar, /precio)",,,,,
240,20,SECCIÓN A — FOUNDER CATALOG (600),A2 — Búsqueda IA WhatsApp + in-app,Historial exportable como reporte cliente,,,,,
241,1,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,PDF de 1 propiedad con branding asesor,,,,,
242,2,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,PDF comparativa 3 propiedades,,,,,
243,3,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,"PDF ""tu colonia ideal"" report",,,,,
244,4,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Link único trackeable por envío,,,,,
245,5,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Customización colores asesor,,,,,
246,6,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Logo asesor (sube imagen),,,,,
247,7,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Foto asesor en PDF,,,,,
248,8,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,"Datos contacto asesor (WhatsApp, email)",,,,,
249,9,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Mensaje personalizado del asesor en PDF,,,,,
250,10,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,QR code que lleva a versión web del link,,,,,
251,11,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Versión texto WhatsApp lista para pegar,,,,,
252,12,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Versión email HTML lista,,,,,
253,13,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Versión carrusel Instagram (imágenes optimizadas),,,,,
254,14,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Versión LinkedIn post,,,,,
255,15,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,"Plantillas pre-hechas (primera oferta, follow-up, descuento)",,,,,
256,16,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Multi-idioma del PDF,,,,,
257,17,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Watermark dinámico con nombre cliente (anti-leak),,,,,
258,18,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Expiración del link (cae en X días),,,,,
259,19,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Histórico de PDFs generados,,,,,
260,20,SECCIÓN A — FOUNDER CATALOG (600),A3 — Generador PDF/link personalizado,Re-uso/edición de PDFs anteriores,,,,,
261,1,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Notificación cuando cliente abre link,,,,,
262,2,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Notificación cuando ve cierta unidad,,,,,
263,3,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Tiempo total en cada propiedad,,,,,
264,4,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Cuántas veces revisitó,,,,,
265,5,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Qué fotos miró más,,,,,
266,6,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Si descargó brochure,,,,,
267,7,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Si compartió con alguien (forward tracking),,,,,
268,8,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Si agendó cita,,,,,
269,9,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Si hizo cálculo hipotecario,,,,,
270,10,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Si abrió plano,,,,,
271,11,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Geolocalización del cliente (opt-in),,,,,
272,12,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Device del cliente,,,,,
273,13,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Hora del día más activa,,,,,
274,14,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,"Score de ""calor"" del cliente (qué tan caliente está)",,,,,
275,15,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,"Sugerencia IA de próximo step (llama, manda otro PDF, agenda)",,,,,
276,16,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Timeline visual del comportamiento del cliente,,,,,
277,17,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,"Alertas de ""se enfrió"" (X días sin actividad)",,,,,
278,18,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Comparación con otros clientes que cerraron (lookalike),,,,,
279,19,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Reporte cliente-por-cliente exportable,,,,,
280,20,SECCIÓN A — FOUNDER CATALOG (600),A4 — Tracking del cliente,Privacidad opt-in del cliente (consent),,,,,
281,1,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Contactos con campos custom,,,,,
282,2,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Captaciones (cliente vendedor con su propiedad),,,,,
283,3,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Tareas con due date,,,,,
284,4,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Notas con timestamps,,,,,
285,5,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Tags custom,,,,,
286,6,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,"Segmentación (compradores activos, vendedores, fríos)",,,,,
287,7,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,"Histórico de interacciones (chat, llamada, email)",,,,,
288,8,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Adjuntos por contacto,,,,,
289,9,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Cumpleaños y aniversarios automáticos,,,,,
290,10,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Recordatorios programados,,,,,
291,11,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Pipeline de captaciones,,,,,
292,12,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Pipeline de búsquedas,,,,,
293,13,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Merge contactos duplicados,,,,,
294,14,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,"Importar contactos (CSV, vCard, Google)",,,,,
295,15,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Exportar contactos,,,,,
296,16,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Compartir contacto con co-asesor,,,,,
297,17,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,"Permisos por contacto (privado, equipo)",,,,,
298,18,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Email integrado,,,,,
299,19,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,WhatsApp integrado (mensajes loggeados),,,,,
300,20,SECCIÓN A — FOUNDER CATALOG (600),A5 — CRM ligero,Llamadas integradas (one-tap call),,,,,
301,1,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Etapas configurables (lead → cita → reserva → contrato → escrituración → entrega),,,,,
302,2,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Drag-and-drop entre etapas,,,,,
303,3,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Tiempo en cada etapa,,,,,
304,4,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Probabilidad de cierre por etapa,,,,,
305,5,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Valor de la operación,,,,,
306,6,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Comisión esperada,,,,,
307,7,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Documentos requeridos por etapa (checklist),,,,,
308,8,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Alertas de docs faltantes,,,,,
309,9,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Recordatorios automáticos,,,,,
310,10,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Co-asesor / split,,,,,
311,11,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Notas por operación,,,,,
312,12,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Timeline visual completo,,,,,
313,13,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Forecast de ingresos por mes,,,,,
314,14,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Operaciones perdidas con razón (lost reason),,,,,
315,15,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Win rate analysis,,,,,
316,16,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Promedio días por etapa,,,,,
317,17,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Bottlenecks identificados,,,,,
318,18,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Reportes ejecutivos,,,,,
319,19,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Histórico completo,,,,,
320,20,SECCIÓN A — FOUNDER CATALOG (600),A6 — Pipeline operaciones,Vinculación con unidad específica del marketplace,,,,,
321,1,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Cálculo automático según porcentaje del developer,,,,,
322,2,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,"Múltiples esquemas (fijo, escalonado, bonus)",,,,,
323,3,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Split entre co-asesores configurable,,,,,
324,4,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Anticipo vs comisión final,,,,,
325,5,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Tracking de pagos pendientes del developer,,,,,
326,6,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Alertas de pago vencido,,,,,
327,7,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Histórico de comisiones cobradas,,,,,
328,8,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Forecast comisiones próximos 6 meses,,,,,
329,9,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Comparativa mes a mes,,,,,
330,10,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Reportes fiscales (CFDI integration),,,,,
331,11,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Cálculo retenciones ISR,,,,,
332,12,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Cálculo IVA,,,,,
333,13,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Reporte por developer,,,,,
334,14,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Reporte por proyecto,,,,,
335,15,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Reporte por cliente,,,,,
336,16,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Top operaciones del año,,,,,
337,17,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Promedio comisión por operación,,,,,
338,18,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Goals personales con tracking,,,,,
339,19,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,"Achievement badges (1ra comisión 7 dígitos, etc.)",,,,,
340,20,SECCIÓN A — FOUNDER CATALOG (600),A7 — Comisiones,Compartir logros opt-in (LinkedIn integración),,,,,
341,1,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Resumen 8am cada día,,,,,
342,2,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Citas de hoy con dirección y contacto,,,,,
343,3,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Citas de mañana,,,,,
344,4,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Leads nuevos asignados,,,,,
345,5,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Leads en frío para reactivar,,,,,
346,6,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Operaciones próximas a vencer (apartado expira X días),,,,,
347,7,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Documentos pendientes,,,,,
348,8,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Comisiones por cobrar,,,,,
349,9,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Inventario nuevo en zonas que trabajas,,,,,
350,10,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Cambios de precio relevantes,,,,,
351,11,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Sugerencia top 3 acciones del día,,,,,
352,12,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Alerta meteorológica si hay citas (lluvia → reagendar),,,,,
353,13,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Tráfico actual a tu próxima cita,,,,,
354,14,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Cumpleaños de clientes (recordatorio personalizado),,,,,
355,15,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Aniversarios de cierre (1 año desde que vendió X),,,,,
356,16,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Insights mercado de tu colonia favorita,,,,,
357,17,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Streak de citas / cierres,,,,,
358,18,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Ranking semanal vs colegas,,,,,
359,19,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Quote del día / motivacional,,,,,
360,20,SECCIÓN A — FOUNDER CATALOG (600),A8 — Briefing diario WhatsApp,Personalizable (qué quiere ver cada asesor),,,,,
361,1,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Hasta 3 propiedades lado a lado,,,,,
362,2,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Tabla comparativa visible,,,,,
363,3,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Highlights de diferencias,,,,,
364,4,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Ranking IA por criterio cliente,,,,,
365,5,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Cálculo mensualidad cada uno,,,,,
366,6,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,ROI estimado cada uno,,,,,
367,7,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Tiempo estimado de venta cada uno,,,,,
368,8,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,IE Score side by side,,,,,
369,9,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Amenidades comparadas,,,,,
370,10,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,"Distancia a puntos clave del cliente (escuela, oficina)",,,,,
371,11,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Mapa con los 3 marcados,,,,,
372,12,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Galería comparada,,,,,
373,13,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Brochures juntos descargables,,,,,
374,14,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Exportable PDF branded,,,,,
375,15,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Compartible link único,,,,,
376,16,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Vista cliente vs vista asesor (premium hidden),,,,,
377,17,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,"Sugerencias IA ""considera también X""",,,,,
378,18,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Histórico de comparativas,,,,,
379,19,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Save y share con cliente,,,,,
380,20,SECCIÓN A — FOUNDER CATALOG (600),A9 — Comparador 3 propiedades,Versión imprimible,,,,,
381,1,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Score personal 0-1000 (Elo style),,,,,
382,2,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Streak de cierres consecutivos,,,,,
383,3,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,"Badges (1er cierre, 10 cierres, top de colonia)",,,,,
384,4,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Leaderboard global (opt-in),,,,,
385,5,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Leaderboard por colonia,,,,,
386,6,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Leaderboard por developer,,,,,
387,7,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Leaderboard mensual / trimestral / anual,,,,,
388,8,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,"Categorías (mejor cierre, más rápido, mejor satisfacción cliente)",,,,,
389,9,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Reviews del cliente (5 estrellas),,,,,
390,10,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,NPS por asesor,,,,,
391,11,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Verificación profesional (cédula AMPI),,,,,
392,12,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Perfil público asesor (LinkedIn-style),,,,,
393,13,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Especialización por colonia,,,,,
394,14,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Idiomas que habla,,,,,
395,15,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,"Histórico transparente de cierres (count, no pricing)",,,,,
396,16,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Endorsements de developers,,,,,
397,17,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Endorsements de otros asesores,,,,,
398,18,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Mentions en prensa,,,,,
399,19,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Achievements compartibles redes,,,,,
400,20,SECCIÓN A — FOUNDER CATALOG (600),A10 — Score asesor + leaderboard,Wrapped anual del asesor,,,,,
401,1,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,"Caja única ""describe tu hogar ideal""",,,,,
402,2,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,Búsqueda por voz,,,,,
403,3,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,"**Búsqueda por imagen** (sube foto, encuentra similar)",,,,,
404,4,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,**Búsqueda por URL externa** (pega link Inmuebles24/Vivanuncios → IA interpreta + recomienda similares con mejor IE Score),,,,,
405,5,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,Búsqueda por mapa (dibuja zona),,,,,
406,6,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,Búsqueda por colonia,,,,,
407,7,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,"Búsqueda por landmark (""cerca del Bosque Chapultepec"")",,,,,
408,8,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,Búsqueda por presupuesto,,,,,
409,9,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,Búsqueda por presupuesto mensual hipoteca,,,,,
410,10,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,"Búsqueda por estilo de vida (familia, soltero, retiro)",,,,,
411,11,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,Filtros tradicionales como backup,,,,,
412,12,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,Resultados rankeados por relevancia IA,,,,,
413,13,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,Razonamiento por qué cada resultado,,,,,
414,14,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,"Refinamiento conversacional (""y con balcón"")",,,,,
415,15,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,"Sugerencias proactivas (""considera también colonia X"")",,,,,
416,16,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,Save search con alertas,,,,,
417,17,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,Histórico de búsquedas,,,,,
418,18,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,Búsquedas compartibles (envíale a tu pareja),,,,,
419,19,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,Modo incógnito (sin guardar histórico),,,,,
420,20,SECCIÓN A — FOUNDER CATALOG (600),C1 — Marketplace búsqueda IA natural,"Multi-idioma (es-MX, en-US)",,,,,
421,1,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Disponible 24/7 in-app y web,,,,,
422,2,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,"Cada propiedad muestra ""precio vs mercado %""",,,,,
423,3,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,IE Score colonia visible,,,,,
424,4,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Absorción del proyecto visible,,,,,
425,5,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Días promedio para cerrar en esa colonia,,,,,
426,6,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Plusvalía histórica colonia,,,,,
427,7,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Plusvalía proyectada IA,,,,,
428,8,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Riesgo climático del proyecto,,,,,
429,9,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Conectividad transporte,,,,,
430,10,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Reviews del developer,,,,,
431,11,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Trust Score del developer,,,,,
432,12,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,ROI estimado renta tradicional,,,,,
433,13,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,ROI estimado Airbnb,,,,,
434,14,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Comparativa con 3 similares automática,,,,,
435,15,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,"""Por qué este match conmigo"" personalizado",,,,,
436,16,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,"Banderas rojas IA (precio sospechoso, dev sin historial)",,,,,
437,17,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,"Banderas verdes (oportunidad, descuento)",,,,,
438,18,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Tendencia precio últimos 6 meses,,,,,
